id,brand,text,golden_intent,predicted_intent,confidence,top_similarity,ground_truth_decision,ground_truth_reason,agent_decision,agent_reason,is_match,case_type
151,marksandspencer,@marksandspencer Hello! Are you getting any more of these in stock? https://t.co/Nx33K3zz38,product_inquiry_availability,product_inquiry_availability,0.4944,0.345,AUTO_HANDLE,Routine praise or public product inquiry,AUTO_HANDLE,High intent confidence (0.49) and strong historical grounding (0.34) for routine 'product_inquiry_availability' without risk triggers.,True,TRUE_NEGATIVE
152,marksandspencer,@marksandspencer when are you getting more maternity jeans in stock? Majority of sizes are out.,product_inquiry_availability,product_inquiry_availability,0.5828,0.2373,AUTO_HANDLE,Routine praise or public product inquiry,AUTO_HANDLE,High intent confidence (0.58) and strong historical grounding (0.24) for routine 'product_inquiry_availability' without risk triggers.,True,TRUE_NEGATIVE
153,sainsburys,@sainsburys Hi any info when ny more SNES classics would be in stock at the Bolton town centre branch? I rang bt they didnt hav any info. TY,product_inquiry_availability,product_inquiry_availability,0.2908,0.165,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.29) below threshold (0.45),False,FALSE_POSITIVE
154,sainsburys,@sainsburys why wouldn't you have in stock a massive game like super Mario on day of release! Very angry and disappointed in this company!,product_inquiry_availability,product_inquiry_availability,0.3165,0.1666,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.32) below threshold (0.45),False,FALSE_POSITIVE
155,ArgosHelpers,"@ArgosHelpers Hi do you have item number 725/4811 in stock in the santry branch, it doesn't tell me on your webpage. thanks.",product_inquiry_availability,product_inquiry_availability,0.4461,0.2343,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.45) below threshold (0.45),False,FALSE_POSITIVE
156,ArgosHelpers,@116245 what is the point of advertising something on sale for it to NEVER be in stock?!!! #legonexoknights,product_inquiry_availability,product_inquiry_availability,0.2843,0.2049,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.28) below threshold (0.45),False,FALSE_POSITIVE
157,ArgosHelpers,@ArgosHelpers will the CBeebies Sweet Dreams with Squidgeby 618/1961 be back in stock before Christmas?,product_inquiry_availability,product_inquiry_availability,0.4751,0.4215,AUTO_HANDLE,Routine praise or public product inquiry,AUTO_HANDLE,High intent confidence (0.48) and strong historical grounding (0.42) for routine 'product_inquiry_availability' without risk triggers.,True,TRUE_NEGATIVE
158,ArgosHelpers,"@116245 I tired to buy an item off your website, as it said it was in stock for home delivery, got to the next stage then it said it’s out of stock at my local warehouse. What’s the deal with that? Now it’s out of stock all together. 😢",product_inquiry_availability,product_inquiry_availability,0.3434,0.2023,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.34) below threshold (0.45),False,FALSE_POSITIVE
159,ArgosHelpers,"@116245 hello, are you getting any more crawl around car's in stock? Not available anywhere",product_inquiry_availability,product_inquiry_availability,0.4121,0.2224,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.41) below threshold (0.45),False,FALSE_POSITIVE
160,ArgosHelpers,@116245 what is the point of listing items on your site & being able to add it to the basket when it is out of stock for collection and delivery?? #Argos #frustrating :-(,product_inquiry_availability,product_inquiry_availability,0.2942,0.2004,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.29) below threshold (0.45),False,FALSE_POSITIVE
161,JetBlue,I am never flying @JetBlue ever again... I have had the worst customer service in the last 24hrs getting from sfo fo ft Lauderdale!,complaint_poor_service,complaint_poor_service,0.5499,0.1686,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
162,VirginTrains,.@VirginTrains I’m trying to get through on the phone to book bicycles onto services. Ive been on hold for ages? Any help available?,complaint_poor_service,complaint_poor_service,0.3804,0.2606,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.38) below threshold (0.45),True,TRUE_POSITIVE
163,JetBlue,@JetBlue I am trying to get through customer service. Was on hold for over 10 mins. Then line got disconnected. Plz help!,complaint_poor_service,complaint_poor_service,0.6558,0.1106,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; WEAK_GROUNDING: Top retrieval similarity (0.11) below threshold (0.15),True,TRUE_POSITIVE
164,hulu_support,"@hulu_support hey bighead, ive been on hold for an hour, answer me pls 😫😘",complaint_poor_service,complaint_poor_service,0.5144,0.1782,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
165,Delta,@Delta charged me double for one flight and now has me on hold for 25 min now. What a lovely first experience,complaint_poor_service,complaint_poor_service,0.3301,0.1862,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.33) below threshold (0.45),True,TRUE_POSITIVE
166,Uber_Support,Had the worst customer service on the planet today courtesy of my @115873 driver...Is there a number I can call about this guy? I want my money back and I took his plate number,complaint_poor_service,complaint_poor_service,0.2468,0.251,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.25) below threshold (0.45),True,TRUE_POSITIVE
167,AskPayPal,"Omg horrible customer service from @AskPayPal @115993 , so not responsive , honestly no help .",complaint_poor_service,complaint_poor_service,0.4513,0.3166,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
168,ChaseSupport,"@116016 been on hold for over an hour, still no refund on refundable tickets for which I’m paying, terrible service",complaint_poor_service,complaint_poor_service,0.5299,0.1388,ESCALATE_HUMAN,Financial/Ticketing transactional action required,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; WEAK_GROUNDING: Top retrieval similarity (0.14) below threshold (0.15),True,TRUE_POSITIVE
169,AmazonHelp,@AmazonHelp @115821 Horrible Customer Service Experience. Thanks Tatiana B and cohorts from the Caribbean Islands. Geez....First Time ever.,complaint_poor_service,complaint_poor_service,0.4926,0.2556,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
170,IHGService,Definitely verified my decision to never stay at a @117164 when the front desk at LAX had horrible customer service.,complaint_poor_service,complaint_poor_service,0.3839,0.2066,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.38) below threshold (0.45),True,TRUE_POSITIVE
171,AmericanAir,When @AmericanAir hangs up on you after being on hold for 17 minutes 🙃🙃,complaint_poor_service,complaint_poor_service,0.5425,0.141,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; WEAK_GROUNDING: Top retrieval similarity (0.14) below threshold (0.15),True,TRUE_POSITIVE
172,AlaskaAir,Probably going to get no sleep tonight waiting on hold for @AlaskaAir ...,complaint_poor_service,complaint_poor_service,0.4209,0.1844,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.42) below threshold (0.45),True,TRUE_POSITIVE
173,AmazonHelp,"Dear @AmazonHelp @115850
155/65 R14 Doesnt Fit Honda City, Y Do u Say it Fits! Liars! Cheat!
Multiple Different Level Complain Goes Futile https://t.co/hnEdQLujbj",complaint_poor_service,order_delivery_issue,0.1801,0.1895,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.18) below threshold (0.45),True,TRUE_POSITIVE
174,VerizonSupport,@VerizonSupport been on hold for a half hour already and haven’t been able to talk to a single person. What do I pay for?,complaint_poor_service,complaint_poor_service,0.4021,0.2297,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.40) below threshold (0.45),True,TRUE_POSITIVE
175,UPSHelp,@115817 @UPSHelp worst customer service ever! Signature auth online & still didn’t deliver iPhone x! have to wait until Monday! @AppleSupport,complaint_poor_service,complaint_poor_service,0.4164,0.3191,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; LOW_CONFIDENCE: Classifier confidence (0.42) below threshold (0.45),True,TRUE_POSITIVE
176,Ask_Spectrum,@Ask_Spectrum being on hold for 11 minutes and counting is poor seevice,complaint_poor_service,complaint_poor_service,0.5639,0.1294,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; WEAK_GROUNDING: Top retrieval similarity (0.13) below threshold (0.15),True,TRUE_POSITIVE
177,CenturyLinkHelp,"@116072 your company is 💩 worst service, worst customer service provide me the service I pay for!! 4 hours on 📞 no resolution wasted 🕰🖕",complaint_poor_service,complaint_poor_service,0.6358,0.1663,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
178,sprintcare,"@sprintcare rotten bunch of con artists!!! lousy customer service. go elsewhere, people. they are liars, con artists and thieves!!!",complaint_poor_service,complaint_poor_service,0.4873,0.2153,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation,True,TRUE_POSITIVE
179,AskeBay,"@AskeBay when are you going to correct the inbalance for sellers, they need to be able to mark buyers as time wasters and liars.",complaint_poor_service,order_delivery_issue,0.1486,0.1939,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.15) below threshold (0.45),True,TRUE_POSITIVE
180,AppleSupport,"@30053 Marietta GA store, some of the worst customer service. @115858, you should evaluate your bus. relationship with these clowns",complaint_poor_service,complaint_poor_service,0.5455,0.1444,ESCALATE_HUMAN,Customer complaint requiring service recovery,ESCALATE_HUMAN,SEVERE_COMPLAINT: High-risk negative customer experience escalation; WEAK_GROUNDING: Top retrieval similarity (0.14) below threshold (0.15),True,TRUE_POSITIVE
181,UPSHelp,"Thanks for losing my UBs, god this is why I fucking hate using @115817 LOL https://t.co/Za9NoJeOku",feedback_praise_resolution,feedback_praise_resolution,0.22,0.287,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.22) below threshold (0.45),False,FALSE_POSITIVE
182,AmazonHelp,"@115850 @AmazonHelp thanks for no help 

Efforts appreciated , Well Done",feedback_praise_resolution,feedback_praise_resolution,0.2294,0.3113,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.23) below threshold (0.45),False,FALSE_POSITIVE
183,AirAsiaSupport,"@AirAsiaSupport 

I am unable to do web checkin. I am getting the below error. Can you please check and revert?

Thank you. https://t.co/4V1fT0TH5x",feedback_praise_resolution,feedback_praise_resolution,0.2752,0.2187,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.28) below threshold (0.45),False,FALSE_POSITIVE
184,VirginAmerica,@VirginAmerica thank you for finding and returning my knitting bag i left on the SFO to Las Vegas trip! #HappyCustomer https://t.co/Pn7gOdgWyw,feedback_praise_resolution,feedback_praise_resolution,0.5604,0.1992,AUTO_HANDLE,Routine praise or public product inquiry,AUTO_HANDLE,High intent confidence (0.56) and strong historical grounding (0.20) for routine 'feedback_praise_resolution' without risk triggers.,True,TRUE_NEGATIVE
185,Safaricom_Care,@Safaricom_Care Evening kindly check DM thank you,feedback_praise_resolution,feedback_praise_resolution,0.6179,0.7143,AUTO_HANDLE,Routine praise or public product inquiry,AUTO_HANDLE,High intent confidence (0.62) and strong historical grounding (0.71) for routine 'feedback_praise_resolution' without risk triggers.,True,TRUE_NEGATIVE
186,SpotifyCares,@115888 I got disconnected from live chat with Laurice before I could finish saying thank you! Please pass along my gratitude!,feedback_praise_resolution,feedback_praise_resolution,0.2892,0.188,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.29) below threshold (0.45),False,FALSE_POSITIVE
187,British_Airways,"@British_Airways Aiden from Newcastle office ext number 7508 is an absolute legend! Buy him a pint, thanks for helping re sort my flights!👍🏼",feedback_praise_resolution,feedback_praise_resolution,0.1936,0.1728,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.19) below threshold (0.45),False,FALSE_POSITIVE
188,GWRHelp,Big thank you to Ash and Ray at Bristol Temple Meads for being so kind and helpful this morning. You made my day! @GWRHelp,feedback_praise_resolution,feedback_praise_resolution,0.3462,0.266,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.35) below threshold (0.45),False,FALSE_POSITIVE
189,comcastcares,@115900 Thanks for ruining the end of the #SJSharks game with your “weekly test.” Do it at fucking 3am when no one is watching anything.,feedback_praise_resolution,feedback_praise_resolution,0.1425,0.1532,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.14) below threshold (0.45),False,FALSE_POSITIVE
190,AmazonHelp,"@115821 Bought 2 Christmas sweaters, scheduled to be delivered today. Excited to see them, except I received an email from Amazon the order was cancelled, it couldn't be filled. Thank you Amazon for waiting until the delivery date to tell us!",feedback_praise_resolution,order_delivery_issue,0.3638,0.2019,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.36) below threshold (0.45),False,FALSE_POSITIVE
191,UPSHelp,"Dear @UPSHelp thanks for just leaving my package on the porch, in the rain and you didnt even ring the doorbell? So there it just sat.",feedback_praise_resolution,order_delivery_issue,0.2769,0.1958,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.28) below threshold (0.45),False,FALSE_POSITIVE
192,Uber_Support,"@Uber_Support Remedy & please refund my $5, that's breakfast money tomorrow, thank you. https://t.co/dT6DYbPZO6",feedback_praise_resolution,subscription_cancellation_refund,0.3322,0.3385,ESCALATE_HUMAN,Financial/Ticketing transactional action required,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.33) below threshold (0.45),True,TRUE_POSITIVE
193,ATVIAssist,Thanks for not allowing me to play a game I spent $100 on... @ATVIAssist @115754 @115765 #CODWWII #PS4share https://t.co/hA0nnCsi4B,feedback_praise_resolution,feedback_praise_resolution,0.3079,0.3082,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.31) below threshold (0.45),False,FALSE_POSITIVE
194,Uber_Support,"Thanks for delivering the wrong order KNOWINGLY, @115877 👌🏻 I ordered a large 10 nugget and large Big Mac, got delivered a medium quarter pounder meal. Javier better be enjoying my lunch because mine came COLD! https://t.co/JZDLNKSEeR",feedback_praise_resolution,order_delivery_issue,0.2111,0.1979,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.21) below threshold (0.45),False,FALSE_POSITIVE
195,AppleSupport,"My phone turns off by itself now & takes forever to turn back on. Thanks for fucking up my device, @115858 .",feedback_praise_resolution,technical_hardware_software_bug,0.2342,0.2243,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.23) below threshold (0.45),False,FALSE_POSITIVE
196,SpotifyCares,"@117153 Hi, Would you check a song 'Don't know why, Norah Jones' Because i cannot play it on my Mac. after 3 sec, it is skipped to the next song. Thank you.",feedback_praise_resolution,feedback_praise_resolution,0.2371,0.3185,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.24) below threshold (0.45),False,FALSE_POSITIVE
197,LondonMidland,Thank you @LondonMidland it's been a pleasure stood in the freezing cold at Northampton station for an HOUR AND A HALF at 11pm!!!!,feedback_praise_resolution,feedback_praise_resolution,0.2355,0.2437,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.24) below threshold (0.45),False,FALSE_POSITIVE
198,TMobileHelp,@TMobileHelp thanks for helping me! Seriously! 🙌🏽🙌🏽🙌🏽❤️❤️❤️,feedback_praise_resolution,feedback_praise_resolution,0.3267,0.1587,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.33) below threshold (0.45),False,FALSE_POSITIVE
199,sizehelpteam,"@sizehelpteam I need to speak to one of your team regarding an order.
 Thank you",feedback_praise_resolution,feedback_praise_resolution,0.2917,0.1853,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.29) below threshold (0.45),False,FALSE_POSITIVE
200,Delta,"@delta. Omg, the flight attendant on DL 1949 in first class was INCREDIBLE! This is the reason I continue to choose Delta - the people make such a difference. Thank you!",feedback_praise_resolution,flight_travel_disruption,0.2877,0.2376,AUTO_HANDLE,Routine praise or public product inquiry,ESCALATE_HUMAN,LOW_CONFIDENCE: Classifier confidence (0.29) below threshold (0.45),False,FALSE_POSITIVE
